"quad","year","species","count","cover"
"SG14",1934,"Sida spinosa",2,"NA"
"SG14",1934,"Unknown",1,"NA"
"SG15",1922,"Unknown",8,"NA"
"SG15",1923,"Aristida adscensionis","NA",0.03
"SG15",1923,"Bouteloua aristidoides","NA",0.03
"SG15",1923,"Solanum elaeagnifolium",2,"NA"
"SG15",1923,"Unknown",4,"NA"
"SG15",1923,"Weed","NA",0.01
"SG15",1924,"Evolvulus arizonicus",1,"NA"
"SG15",1924,"Solanum elaeagnifolium",1,"NA"
"SG15",1924,"Sphaeralcea spp.",1,"NA"
"SG15",1924,"Unknown",1,"NA"
"SG15",1924,"Unknown Forb",2,"NA"
"SG15",1926,"Aristida adscensionis",90,"NA"
"SG15",1926,"Bouteloua aristidoides",40,"NA"
"SG15",1926,"Evolvulus arizonicus",2,"NA"
"SG15",1926,"Solanum elaeagnifolium",3,"NA"
"SG15",1927,"Aristida adscensionis","NA",0.02
"SG15",1927,"Bouteloua aristidoides","NA",0.02
"SG15",1927,"Isocoma tenuisecta",2,"NA"
"SG15",1927,"Solanum elaeagnifolium",2,"NA"
"SG15",1927,"Sphaeralcea spp.",4,"NA"
"SG15",1927,"Unknown",1,"NA"
"SG15",1928,"Annual grass","NA",0.02
"SG15",1929,"Aristida adscensionis","NA",0.02
"SG15",1929,"Bouteloua aristidoides","NA",0.02
"SG15",1931,"Machaeranthera canescens",1,"NA"
"SG15",1931,"Solanum elaeagnifolium",2,"NA"
"SG15",1931,"Unknown",3,"NA"
"SG15",1932,"Annual grass","NA","t"
"SG15",1932,"Euphorbia spp.",1,"NA"
"SG15",1932,"Evolvulus arizonicus",1,"NA"
"SG15",1932,"Portulaca spp.",2,"NA"
"SG15",1932,"Solanum elaeagnifolium",1,"NA"
"SG15",1934,"Annual grass","NA","t"
"SG15",1934,"Machaeranthera canescens",1,"NA"
"SG15",1934,"Solanum elaeagnifolium",3,"NA"
"SG15",1934,"Sphaeralcea spp.",3,"NA"
"SG15",1934,"Unknown",2,"NA"
"SG16",1922,"Unknown",16,"NA"
"SG16",1923,"Aristida adscensionis","NA",0.03
"SG16",1923,"Bouteloua aristidoides","NA",0.03
"SG16",1923,"Evolvulus arizonicus",3,"NA"
"SG16",1924,"Evolvulus arizonicus",1,"NA"
"SG16",1924,"Unknown Forb",12,"NA"
"SG16",1926,"Aristida adscensionis",140,"NA"
"SG16",1926,"Bouteloua aristidoides",80,"NA"
"SG16",1926,"Evolvulus arizonicus",1,"NA"
"SG16",1926,"Machaeranthera canescens",7,"NA"
"SG16",1926,"Sphaeralcea spp.",1,"NA"
"SG16",1927,"Ambrosia artemisiifolia",1,"NA"
"SG16",1927,"Eriogonum wrightii",1,"NA"
"SG16",1927,"Machaeranthera canescens",1,"NA"
"SG16",1927,"Unknown Forb",16,"NA"
"SG16",1928,"Annual grass","NA",0.03
"SG16",1929,"Ambrosia artemisiifolia",2,"NA"
"SG16",1929,"Aristida adscensionis","NA",0.03
"SG16",1929,"Bouteloua aristidoides","NA",0.03
"SG16",1929,"Evolvulus arizonicus",1,"NA"
"SG16",1931,"Annual grass","NA",0.01
"SG16",1931,"Machaeranthera canescens",5,"NA"
"SG16",1931,"Unknown",2,"NA"
"SG16",1932,"Annual grass","NA",0.01
"SG16",1932,"Evolvulus arizonicus",1,"NA"
"SG16",1932,"Sphaeralcea spp.",1,"NA"
"SG16",1934,"Annual grass","NA","t"
"SG16",1934,"Machaeranthera canescens",1,"NA"
"SG16",1934,"Solanum elaeagnifolium",2,"NA"
"SG17",1922,"Ambrosia artemisiifolia",3,"NA"
"SG17",1922,"Evolvulus arizonicus",15,"NA"
"SG17",1923,"Ambrosia artemisiifolia",3,"NA"
"SG17",1923,"Aristida adscensionis","NA",0.01
"SG17",1923,"Bouteloua aristidoides","NA",0.01
"SG17",1923,"Evolvulus arizonicus",6,"NA"
"SG17",1923,"Weed","NA",0.01
"SG17",1924,"Ambrosia artemisiifolia",3,"NA"
"SG17",1924,"Evolvulus arizonicus",10,"NA"
"SG17",1926,"Ambrosia artemisiifolia",10,"NA"
"SG17",1926,"Aristida adscensionis",20,"NA"
"SG17",1926,"Bouteloua aristidoides",5,"NA"
"SG17",1926,"Eriogonum wrightii",3,"NA"
"SG17",1926,"Evolvulus arizonicus",4,"NA"
"SG17",1926,"Sphaeralcea spp.",1,"NA"
"SG17",1927,"Ambrosia artemisiifolia",8,"NA"
"SG17",1927,"Evolvulus arizonicus",3,"NA"
"SG17",1927,"Sphaeralcea spp.",1,"NA"
"SG17",1927,"Unknown",3,"NA"
"SG17",1928,"Ambrosia artemisiifolia",9,"NA"
"SG17",1928,"Annual grass","NA","t"
"SG17",1928,"Evolvulus arizonicus",1,"NA"
"SG17",1929,"Ambrosia artemisiifolia",2,"NA"
"SG17",1929,"Aristida adscensionis","NA","t"
"SG17",1929,"Boerhavia purpurascens",1,"NA"
"SG17",1929,"Bouteloua aristidoides","NA","t"
"SG17",1929,"Evolvulus arizonicus",1,"NA"
"SG17",1929,"Solanum elaeagnifolium",1,"NA"
"SG17",1930,"Unknown",2,"NA"
"SG17",1931,"Ambrosia artemisiifolia",3,"NA"
"SG17",1931,"Sphaeralcea spp.",1,"NA"
"SG17",1931,"Unknown",4,"NA"
"SG17",1932,"Ambrosia artemisiifolia",2,"NA"
"SG17",1932,"Boerhavia purpurascens",1,"NA"
"SG17",1932,"Boerhavia purpurascens",2,"NA"
"SG17",1932,"Machaeranthera canescens",1,"NA"
"SG17",1932,"Portulaca spp.",1,"NA"
"SG17",1932,"Unknown",1,"NA"
"SG17",1934,"Ambrosia artemisiifolia",1,"NA"
"SG17",1934,"Bouteloua aristidoides","NA","t"
"SG17",1934,"Evolvulus arizonicus",1,"NA"
"SG17",1934,"Sida spinosa",3,"NA"
"SG17",1934,"Unknown",2,"NA"
"SG19",1923,"Aristida adscensionis","NA",0.02
"SG19",1923,"Bouteloua aristidoides","NA",0.02
"SG19",1923,"Weed","NA",0.02
"SG19",1924,"Ambrosia artemisiifolia",2,"NA"
"SG19",1924,"Eriogonum wrightii",2,"NA"
"SG19",1924,"Unknown Forb",1,"NA"
"SG19",1926,"Ambrosia artemisiifolia",9,"NA"
"SG19",1926,"Bouteloua aristidoides",30,"NA"
"SG19",1926,"Eriogonum wrightii",1,"NA"
"SG19",1926,"Solanum elaeagnifolium",1,"NA"
"SG19",1926,"Sphaeralcea spp.",1,"NA"
"SG19",1926,"Weed",3,"NA"
"SG19",1927,"Ambrosia artemisiifolia",17,"NA"
"SG19",1927,"Aristida adscensionis","NA",0.01
"SG19",1927,"Bouteloua aristidoides","NA",0.01
"SG19",1927,"Solanum elaeagnifolium",1,"NA"
"SG19",1927,"Sphaeralcea spp.",1,"NA"
"SG19",1928,"Ambrosia artemisiifolia",14,"NA"
"SG19",1928,"Annual grass","NA",0.03
"SG19",1928,"Eriogonum wrightii",2,"NA"
"SG19",1928,"Solanum elaeagnifolium",1,"NA"
"SG19",1929,"Ambrosia artemisiifolia",1,"NA"
"SG19",1929,"Aristida adscensionis","NA",0.03
"SG19",1929,"Bouteloua aristidoides","NA",0.03
"SG19",1929,"Solanum elaeagnifolium",1,"NA"
"SG19",1929,"Sphaeralcea spp.",1,"NA"
"SG19",1931,"Ambrosia artemisiifolia",1,"NA"
"SG19",1931,"Annual grass","NA",0.02
"SG19",1931,"Solanum elaeagnifolium",2,"NA"
"SG19",1931,"Weed",2,"NA"
"SG19",1932,"Boerhavia purpurascens",2,"NA"
"SG19",1932,"Euphorbia spp.",1,"NA"
"SG19",1932,"Solanum elaeagnifolium","NA",0.02
"SG19",1932,"Unknown",1,"NA"
"SG19",1934,"Aristida adscensionis","NA","t"
"SG19",1934,"Bouteloua aristidoides","NA","t"
"SG19",1934,"Solanum elaeagnifolium",1,"NA"
"SG19",1934,"Tidestromia lanuginosa",3,"NA"
"SG2",1922,"Unknown",17,"NA"
"SG2",1923,"Ambrosia artemisiifolia",3,"NA"
"SG2",1923,"Annual grass","NA","t"
"SG2",1923,"Weed","NA",0.02
"SG2",1926,"Aristida adscensionis",30,"NA"
"SG2",1926,"Bouteloua aristidoides",25,"NA"
"SG2",1926,"Solanum elaeagnifolium",2,"NA"
"SG2",1926,"Sphaeralcea spp.",10,"NA"
"SG2",1927,"Solanum elaeagnifolium",3,"NA"
"SG2",1927,"Sphaeralcea spp.",1,"NA"
"SG2",1928,"Annual grass","NA",0.01
"SG2",1928,"Solanum elaeagnifolium",3,"NA"
"SG2",1928,"Sphaeralcea spp.",1,"NA"
"SG2",1929,"Aristida adscensionis","NA",0.04
"SG2",1929,"Boerhavia purpurascens",2,"NA"
"SG2",1929,"Bouteloua aristidoides","NA",0.04
"SG2",1929,"Solanum elaeagnifolium",3,"NA"
"SG2",1929,"Unknown",4,"NA"
"SG2",1931,"Annual grass","NA","t"
"SG2",1931,"Evolvulus arizonicus",1,"NA"
"SG2",1931,"Machaeranthera canescens",2,"NA"
"SG2",1931,"Solanum elaeagnifolium",1,"NA"
"SG2",1931,"Sphaeralcea spp.",2,"NA"
"SG2",1931,"Unknown",18,"NA"
"SG2",1932,"Ambrosia artemisiifolia",1,"NA"
"SG2",1932,"Annual grass","NA","t"
"SG2",1932,"Evolvulus arizonicus",1,"NA"
"SG2",1932,"Solanum elaeagnifolium",3,"NA"
"SG2",1932,"Sphaeralcea spp.",1,"NA"
"SG2",1932,"Unknown",4,"NA"
"SG2",1932,"Unknown Forb",1,"NA"
"SG2",1934,"Annual grass","NA",0.01
"SG2",1934,"Bouteloua aristidoides","NA","t"
"SG2",1934,"Evolvulus arizonicus",3,"NA"
"SG2",1934,"Solanum elaeagnifolium",3,"NA"
"SG2",1934,"Sphaeralcea spp.",9,"NA"
"SG2",1934,"Weed","NA",0.01
"SG20",1923,"Ambrosia artemisiifolia",2,"NA"
"SG20",1923,"Aristida adscensionis","NA",0.01
"SG20",1923,"Evolvulus arizonicus",4,"NA"
"SG20",1923,"Panicum hirticaule","NA",0.01
"SG20",1924,"Ambrosia artemisiifolia",7,"NA"
"SG20",1924,"Evolvulus arizonicus",5,"NA"
"SG20",1924,"Unknown",1,"NA"
"SG20",1926,"Ambrosia artemisiifolia",21,"NA"
"SG20",1926,"Aristida adscensionis",50,"NA"
"SG20",1927,"Ambrosia artemisiifolia",17,"NA"
"SG20",1927,"Evolvulus arizonicus",1,"NA"
"SG20",1927,"Machaeranthera canescens",1,"NA"
"SG20",1928,"Ambrosia artemisiifolia",19,"NA"
"SG20",1928,"Annual grass","NA",0.01
"SG20",1928,"Evolvulus arizonicus",1,"NA"
"SG20",1929,"Aristida adscensionis","NA",0.02
"SG20",1929,"Bouteloua aristidoides","NA",0.02
"SG20",1929,"Unknown",1,"NA"
"SG20",1931,"Annual grass","NA","t"
"SG20",1931,"Evolvulus arizonicus",2,"NA"
"SG20",1931,"Sphaeralcea spp.",1,"NA"
"SG20",1931,"Unknown Forb",1,"NA"
"SG20",1932,"Annual grass","NA","t"
"SG20",1932,"Evolvulus arizonicus",1,"NA"
"SG20",1932,"Machaeranthera canescens",2,"NA"
"SG20",1934,"Boerhavia purpurascens",2,"NA"
"SG20",1934,"Bouteloua aristidoides","NA","t"
"SG20",1934,"Evolvulus arizonicus",12,"NA"
"SG3",1923,"Ambrosia artemisiifolia",2,"NA"
"SG3",1923,"Annual grass","NA","t"
"SG3",1923,"Weed","NA",0.01
"SG3",1924,"Eriogonum wrightii",4,"NA"
"SG3",1924,"Unknown Forb",2,"NA"
"SG3",1926,"Ambrosia artemisiifolia",2,"NA"
"SG3",1926,"Aristida adscensionis",125,"NA"
"SG3",1926,"Eriogonum wrightii",1,"NA"
"SG3",1926,"Portulaca spp.",1,"NA"
"SG3",1927,"Ambrosia artemisiifolia",2,"NA"
"SG3",1927,"Aristida adscensionis","NA",0.01
"SG3",1927,"Bouteloua aristidoides","NA",0.01
"SG3",1928,"Ambrosia artemisiifolia",1,"NA"
"SG3",1928,"Annual grass","NA",0.01
"SG3",1929,"Aristida adscensionis","NA",0.02
"SG3",1929,"Bouteloua aristidoides","NA",0.02
"SG3",1934,"Annual grass","NA","t"
"SG3",1934,"Unknown",1,"NA"
"SG3",1934,"Weed","NA","t"
"SG4",1922,"Unknown",24,"NA"
"SG4",1923,"Ambrosia artemisiifolia",6,"NA"
"SG4",1923,"Aristida adscensionis","NA",0.03
"SG4",1923,"Evolvulus arizonicus",1,"NA"
"SG4",1923,"Sphaeralcea spp.",4,"NA"
"SG4",1923,"Weed","NA",0.05
"SG4",1924,"Ambrosia artemisiifolia",3,"NA"
"SG4",1924,"Eriogonum wrightii",2,"NA"
"SG4",1924,"Evolvulus arizonicus",1,"NA"
"SG4",1924,"Weed",3,"NA"
"SG4",1926,"Ambrosia artemisiifolia",8,"NA"
"SG4",1926,"Aristida adscensionis",20,"NA"
"SG4",1926,"Bouteloua aristidoides",15,"NA"
"SG4",1926,"Eriogonum wrightii",1,"NA"
"SG4",1926,"Sphaeralcea spp.",3,"NA"
"SG4",1926,"Weed",3,"NA"
"SG4",1927,"Ambrosia artemisiifolia",8,"NA"
"SG4",1927,"Aristida adscensionis","NA","t"
"SG4",1927,"Bouteloua aristidoides","NA","t"
"SG4",1927,"Evolvulus arizonicus",1,"NA"
"SG4",1927,"Sphaeralcea spp.",2,"NA"
"SG4",1928,"Annual grass","NA",0.01
"SG4",1929,"Eschscholzia californica",1,"NA"
"SG4",1929,"Sphaeralcea spp.",1,"NA"
"SG4",1929,"Unknown",8,"NA"
"SG4",1931,"Ambrosia artemisiifolia",2,"NA"
"SG4",1931,"Solanum elaeagnifolium",1,"NA"
"SG4",1931,"Sphaeralcea spp.",5,"NA"
"SG4",1931,"Unknown",38,"NA"
"SG4",1932,"Ambrosia artemisiifolia",4,"NA"
"SG4",1932,"Annual grass","NA","t"
"SG4",1932,"Evolvulus arizonicus",2,"NA"
"SG4",1932,"Solanum elaeagnifolium",1,"NA"
"SG4",1932,"Sphaeralcea spp.",1,"NA"
"SG4",1932,"Unknown",5,"NA"
"SG6",1922,"Unknown",25,"NA"
"SG6",1923,"Aristida adscensionis","NA",0.02
"SG6",1923,"Bouteloua aristidoides","NA",0.02
"SG6",1923,"Evolvulus arizonicus",11,"NA"
"SG6",1923,"Weed","NA",0.05
"SG6",1924,"Eriogonum wrightii",5,"NA"
"SG6",1924,"Evolvulus arizonicus",11,"NA"
"SG6",1926,"Eriogonum wrightii",1,"NA"
"SG6",1926,"Evolvulus arizonicus",1,"NA"
"SG6",1926,"Weed",1,"NA"
"SG6",1927,"Ambrosia artemisiifolia",4,"NA"
"SG6",1927,"Sphaeralcea spp.",1,"NA"
"SG6",1927,"Weed",4,"NA"
"SG6",1928,"Ambrosia artemisiifolia",3,"NA"
"SG6",1928,"Annual grass","NA",0.01
"SG6",1928,"Sphaeralcea spp.",1,"NA"
"SG6",1929,"Aristida adscensionis","NA",0.02
"SG6",1929,"Bouteloua aristidoides","NA",0.02
"SG6",1929,"Unknown",5,"NA"
"SG6",1931,"Evolvulus arizonicus",2,"NA"
"SG6",1931,"Unknown",15,"NA"
"SG6",1932,"Evolvulus arizonicus",1,"NA"
"SG7",1922,"Unknown",9,"NA"
"SG7",1923,"Aristida adscensionis","NA",0.02
"SG7",1923,"Bouteloua aristidoides","NA",0.02
"SG7",1923,"Weed","NA",0.02
"SG7",1924,"Ambrosia artemisiifolia",1,"NA"
"SG7",1924,"Unknown Forb",3,"NA"
"SG7",1926,"Ambrosia artemisiifolia",2,"NA"
"SG7",1926,"Aristida adscensionis",40,"NA"
"SG7",1926,"Bouteloua aristidoides",60,"NA"
"SG7",1926,"Isocoma tenuisecta",6,"NA"
"SG7",1926,"Machaeranthera canescens",1,"NA"
"SG7",1926,"Weed",1,"NA"
"SG7",1927,"Ambrosia artemisiifolia",1,"NA"
"SG7",1927,"Aristida adscensionis","NA","t"
"SG7",1927,"Bouteloua aristidoides","NA","t"
"SG7",1927,"Isocoma tenuisecta",4,"NA"
"SG7",1928,"Annual grass","NA",0.01
"SG7",1929,"Aristida adscensionis","NA",0.01
"SG7",1929,"Bouteloua aristidoides","NA",0.01
"SG7",1931,"Sphaeralcea spp.",1,"NA"
"SG7",1932,"Annual grass","NA",0.01
"SG7",1932,"Sphaeralcea spp.",1,"NA"
"SG8",1922,"Unknown",7,"NA"
"SG8",1923,"Aristida adscensionis","NA",0.01
"SG8",1923,"Eriogonum wrightii","NA",0.01
"SG8",1923,"Weed","NA",0.02
"SG8",1924,"Ambrosia artemisiifolia",2,"NA"
"SG8",1924,"Eriogonum wrightii",1,"NA"
"SG8",1924,"Evolvulus arizonicus",4,"NA"
"SG8",1924,"Unknown",1,"NA"
"SG8",1924,"Unknown Forb",3,"NA"
"SG8",1925,"Ambrosia artemisiifolia",1,"NA"
"SG8",1925,"Evolvulus arizonicus",1,"NA"
"SG8",1925,"Isocoma tenuisecta",1,"NA"
"SG8",1925,"Weed",12,"NA"
"SG8",1927,"Ambrosia artemisiifolia",2,"NA"
"SG8",1927,"Evolvulus arizonicus",1,"NA"
"SG8",1927,"Isocoma tenuisecta",1,"NA"
"SG8",1927,"Sphaeralcea spp.",1,"NA"
"SG8",1928,"Annual grass","NA","t"
"SG8",1928,"Unknown",1,"NA"
"SG8",1929,"Aristida adscensionis","NA","t"
"SG8",1929,"Bouteloua aristidoides","NA","t"
"SG8",1929,"Solanum elaeagnifolium",1,"NA"
"SG8",1929,"Unknown",1,"NA"
"SG8",1931,"Evolvulus arizonicus",2,"NA"
"SG8",1931,"Solanum elaeagnifolium",1,"NA"
"SG8",1931,"Sphaeralcea spp.",3,"NA"
"SG8",1931,"Unknown",3,"NA"
"SG8",1932,"Euphorbia spp.",1,"NA"
"SG8",1932,"Evolvulus arizonicus",3,"NA"
"SG9",1922,"Unknown",13,"NA"
"SG9",1923,"Aristida adscensionis","NA",0.01
"SG9",1923,"Bouteloua aristidoides","NA",0.01
"SG9",1923,"Weed","NA",0.02
"SG9",1924,"Ambrosia artemisiifolia",3,"NA"
"SG9",1924,"Eriogonum wrightii",10,"NA"
"SG9",1924,"Portulaca spp.",1,"NA"
"SG9",1924,"Sphaeralcea spp.",2,"NA"
"SG9",1924,"Unknown",3,"NA"
"SG9",1924,"Unknown Forb",3,"NA"
"SG9",1926,"Aristida adscensionis",50,"NA"
"SG9",1926,"Bouteloua aristidoides",20,"NA"
"SG9",1926,"Machaeranthera canescens",1,"NA"
"SG9",1926,"Solanum elaeagnifolium",1,"NA"
"SG9",1927,"Annuals","NA","t"
"SG9",1927,"Solanum elaeagnifolium",2,"NA"
"SG9",1928,"Annuals","NA","t"
"SG9",1929,"Aristida adscensionis","NA",0.01
"SG9",1929,"Bouteloua aristidoides","NA",0.01
"SG9",1929,"Solanum elaeagnifolium",3,"NA"
"SG9",1930,"Solanum elaeagnifolium",1,"NA"
"SG9",1931,"Solanum elaeagnifolium",1,"NA"
"SG9",1931,"Sphaeralcea spp.",1,"NA"
"SG9",1931,"Unknown",1,"NA"
"WD1",1920,"Bouteloua aristidoides","NA","t"
"WD1",1920,"Bouteloua spp.",1,"NA"
"WD1",1920,"Unknown Forb",55,"NA"
"WD1",1923,"Aristida adscensionis","NA",0.02
"WD1",1923,"Bouteloua aristidoides","NA",0.02
"WD1",1923,"Eragrostis intermedia","NA",0.05
"WD1",1923,"Weed","NA",0.05
"WD1",1924,"Evolvulus arizonicus",4,"NA"
"WD1",1924,"Sphaeralcea spp.",6,"NA"
"WD1",1924,"Unknown Forb",3,"NA"
"WD1",1927,"Aristida adscensionis","NA",0.02
"WD1",1927,"Bouteloua aristidoides","NA",0.02
"WD1",1927,"Sphaeralcea spp.",5,"NA"
"WD1",1927,"Unknown Forb",25,"NA"
"WD1",1928,"Annual grass","NA",0.08
"WD1",1928,"Unknown Forb",11,"NA"
"WD1",1929,"Aristida adscensionis","NA",0.02
"WD1",1929,"Bouteloua aristidoides","NA",0.02
"WD1",1929,"Sphaeralcea spp.",3,"NA"
"WD1",1930,"Sphaeralcea spp.",7,"NA"
"WD1",1930,"Unknown",10,"NA"
"WD1",1931,"Bouteloua aristidoides","NA",0.05
"WD1",1931,"Sphaeralcea spp.",6,"NA"
"WD1",1931,"Unknown Forb",8,"NA"
"WD1",1932,"Annual grass","NA",0.01
"WD1",1932,"Machaeranthera canescens",1,"NA"
"WD1",1932,"Unknown Forb",35,"NA"
"WD11",1920,"Ambrosia artemisiifolia",18,"NA"
"WD11",1920,"Machaeranthera canescens",8,"NA"
"WD11",1920,"Unknown Forb",35,"NA"
"WD11",1921,"Ambrosia artemisiifolia",28,"NA"
"WD11",1922,"Aristida adscensionis","NA",0.02
"WD11",1922,"Bouteloua aristidoides","NA",0.02
"WD11",1922,"Unknown",3,"NA"
"WD11",1923,"Ambrosia artemisiifolia",9,"NA"
"WD11",1923,"Aristida adscensionis","NA",0.03
"WD11",1923,"Bouteloua aristidoides","NA",0.03
"WD11",1923,"Eragrostis intermedia","NA",0.03
"WD11",1923,"Evolvulus arizonicus",3,"NA"
"WD11",1923,"Sphaeralcea spp.",2,"NA"
"WD11",1923,"Weed","NA",0.01
"WD11",1924,"Ambrosia artemisiifolia",12,"NA"
"WD11",1924,"Machaeranthera canescens",1,"NA"
"WD11",1924,"Unknown Forb",5,"NA"
"WD11",1927,"Ambrosia artemisiifolia",10,"NA"
"WD11",1927,"Evolvulus arizonicus",2,"NA"
"WD11",1927,"Isocoma tenuisecta",3,"NA"
"WD11",1927,"Sphaeralcea spp.",1,"NA"
"WD11",1928,"Ambrosia artemisiifolia",10,"NA"
"WD11",1928,"Annual grass","NA","t"
"WD11",1928,"Evolvulus arizonicus",2,"NA"
"WD11",1928,"Unknown Forb",7,"NA"
"WD11",1929,"Ambrosia artemisiifolia",2,"NA"
"WD11",1929,"Aristida adscensionis","NA","t"
"WD11",1929,"Bouteloua aristidoides","NA","t"
"WD11",1930,"Machaeranthera canescens",7,"NA"
"WD11",1931,"Annual grass","NA",0.01
"WD11",1931,"Unknown Forb",4,"NA"
"WD11",1932,"Ambrosia artemisiifolia",4,"NA"
"WD11",1932,"Annual grass","NA",0.01
"WD11",1932,"Euphorbia spp.",6,"NA"
"WD11",1932,"Machaeranthera canescens",3,"NA"
"WD11",1933,"Annual grass","NA","t"
"WD13",1920,"Ambrosia artemisiifolia",20,"NA"
"WD13",1920,"Bouteloua aristidoides","NA",0.2
"WD13",1920,"Evolvulus arizonicus",2,"NA"
"WD13",1920,"Unknown Forb",7,"NA"
"WD13",1921,"Ambrosia artemisiifolia",25,"NA"
"WD13",1921,"Evolvulus arizonicus",2,"NA"
"WD13",1922,"Aristida adscensionis","NA",0.03
"WD13",1922,"Bouteloua aristidoides","NA",0.03
"WD13",1923,"Ambrosia artemisiifolia",7,"NA"
"WD13",1923,"Aristida adscensionis","NA",0.03
"WD13",1923,"Bouteloua aristidoides","NA",0.03
"WD13",1923,"Evolvulus arizonicus",5,"NA"
"WD13",1923,"Weed","NA",0.02
"WD13",1924,"Ambrosia artemisiifolia",3,"NA"
"WD13",1924,"Evolvulus arizonicus",19,"NA"
"WD13",1924,"Sphaeralcea spp.",5,"NA"
"WD13",1927,"Ambrosia artemisiifolia",9,"NA"
"WD13",1927,"Aristida adscensionis","NA",0.02
"WD13",1927,"Bouteloua aristidoides","NA",0.02
"WD13",1927,"Isocoma tenuisecta",5,"NA"
"WD13",1927,"Sphaeralcea spp.",1,"NA"
"WD13",1932,"Annual grass","NA",0.04
"WD15",1920,"Ambrosia artemisiifolia",11,"NA"
"WD15",1920,"Aristida adscensionis","NA","t"
"WD15",1920,"Bouteloua aristidoides","NA",0.2
"WD15",1920,"Unknown",2,"NA"
"WD15",1920,"Unknown Forb",18,"NA"
"WD15",1921,"Ambrosia artemisiifolia",10,"NA"
"WD15",1922,"Ambrosia artemisiifolia",3,"NA"
"WD15",1922,"Boerhavia purpurascens",5,"NA"
"WD15",1922,"Evolvulus arizonicus",1,"NA"
"WD15",1922,"Sphaeralcea spp.",1,"NA"
"WD15",1922,"Unknown",3,"NA"
"WD15",1923,"Aristida adscensionis","NA",0.03
"WD15",1923,"Bouteloua aristidoides","NA",0.03
"WD15",1923,"Unknown",1,"NA"
"WD15",1923,"Weed","NA",0.01
"WD15",1924,"Ambrosia artemisiifolia",1,"NA"
"WD15",1924,"Unknown",4,"NA"
"WD15",1924,"Unknown Forb",3,"NA"
"WD15",1927,"Ambrosia artemisiifolia",7,"NA"
"WD15",1927,"Isocoma tenuisecta",2,"NA"
"WD15",1927,"Machaeranthera canescens",3,"NA"
"WD15",1927,"Sphaeralcea spp.",1,"NA"
"WD15",1927,"Unknown",1,"NA"
"WD15",1928,"Ambrosia artemisiifolia",17,"NA"
"WD15",1928,"Annual grass","NA",0.03
"WD15",1928,"Sphaeralcea spp.",1,"NA"
"WD15",1932,"Sida spinosa",1,"NA"
"WD17",1920,"Aristida adscensionis","NA","t"
"WD17",1920,"Eriogonum wrightii",42,"NA"
"WD17",1920,"Unknown Forb",42,"NA"
"WD17",1921,"Unknown",2,"NA"
"WD17",1922,"Evolvulus arizonicus",1,"NA"
"WD17",1922,"Sphaeralcea spp.",1,"NA"
"WD17",1923,"Aristida adscensionis","NA",0.07
"WD17",1923,"Bouteloua aristidoides","NA",0.07
"WD17",1923,"Weed","NA",0.02
"WD17",1924,"Aristida adscensionis","NA",0.1
"WD17",1924,"Bouteloua aristidoides","NA",0.1
"WD17",1924,"Sphaeralcea spp.",8,"NA"
"WD17",1927,"Aristida adscensionis","NA",0.01
"WD17",1927,"Bouteloua aristidoides","NA",0.01
"WD17",1927,"Sphaeralcea spp.",3,"NA"
"WD17",1927,"Unknown",3,"NA"
"WD17",1928,"Annual grass","NA",0.1
"WD17",1928,"Sphaeralcea spp.",3,"NA"
"WD17",1928,"Unknown Forb",10,"NA"
"WD17",1930,"Machaeranthera canescens",6,"NA"
"WD17",1930,"Sphaeralcea spp.",5,"NA"
"WD17",1931,"Annual grass","NA","t"
"WD17",1931,"Sphaeralcea spp.",4,"NA"
"WD17",1932,"Annual grass","NA","t"
"WD19",1920,"Unknown Forb",1,"NA"
"WD19",1922,"Boerhavia purpurascens",1,"NA"
"WD19",1922,"Evolvulus arizonicus",1,"NA"
"WD19",1922,"Unknown",6,"NA"
"WD19",1923,"Aristida adscensionis","NA",0.02
"WD19",1923,"Bouteloua aristidoides","NA",0.02
"WD19",1923,"Evolvulus arizonicus",1,"NA"
"WD19",1924,"Unknown Forb",4,"NA"
"WD19",1927,"Aristida adscensionis","NA",0.04
"WD19",1927,"Bouteloua aristidoides","NA",0.04
"WD19",1927,"Sphaeralcea spp.",1,"NA"
"WD19",1928,"Annual grass","NA",0.01
"WD19",1928,"Sphaeralcea spp.",1,"NA"
"WD19",1928,"Unknown Forb",1,"NA"
"WD19",1929,"Aristida adscensionis","NA",0.03
"WD19",1929,"Bouteloua aristidoides","NA",0.03
"WD19",1929,"Sphaeralcea spp.",1,"NA"
"WD19",1930,"Annuals","NA","t"
"WD19",1930,"Machaeranthera canescens",4,"NA"
"WD19",1930,"Sphaeralcea spp.",1,"NA"
"WD2",1920,"Ambrosia artemisiifolia",11,"NA"
"WD2",1920,"Aristida adscensionis","NA","t"
"WD2",1920,"Bouteloua aristidoides","NA","t"
"WD2",1920,"Unknown",9,"NA"
"WD2",1920,"Unknown Forb",4,"NA"
"WD2",1921,"Ambrosia artemisiifolia",17,"NA"
"WD2",1922,"Ambrosia artemisiifolia",27,"NA"
"WD2",1922,"Solanum elaeagnifolium",1,"NA"
"WD2",1923,"Ambrosia artemisiifolia",5,"NA"
"WD2",1923,"Aristida adscensionis","NA",0.05
"WD2",1923,"Bouteloua aristidoides","NA",0.05
"WD2",1923,"Eragrostis intermedia","NA",0.05
"WD2",1923,"Panicum hirticaule","NA",0.05
